0,"4068 TEST",0,"2023/06/15 08:34:34pm"
1,"4083 MDVR",130613,"2023/06/15 08:34:34pm"
2,"F2723 SChainDirectorPool",56620,"2023/06/15 08:34:34pm"
3,"F2919 IGara",7734,"2023/06/15 08:34:34pm"
4,"F2933 CChisakuwana",5866,"2023/06/15 08:34:34pm"
5,"F2934 Bindura",24560,"2023/06/15 08:34:34pm"
6,"F2935 IBvunzawabaya",18937,"2023/06/15 08:34:34pm"
7,"F2943 TSiyasengwa",18146,"2023/06/15 08:34:34pm"
8,"F2944 WGoora",14804,"2023/06/15 08:34:34pm"
9,"F2945 MChiwoffa",23653,"2023/06/15 08:34:34pm"
10,"F2967 BDende",8756,"2023/06/15 08:34:34pm"
11,"F2968 HMarecha",15905,"2023/06/15 08:34:34pm"
12,"F2969 MChuma",13822,"2023/06/15 08:34:34pm"
13,"F2970 LMotsi",16799,"2023/06/15 08:34:34pm"
14,"F2993 NMtetwa",13562,"2023/06/15 08:34:34pm"
15,"F2995 JDube",13710,"2023/06/15 08:34:34pm"
16,"F3002 BFandiso",9591,"2023/06/15 08:34:34pm"
17,"F3003 EKaruwo",17308,"2023/06/15 08:34:34pm"
18,"F3004 TTototai",12712,"2023/06/15 08:34:34pm"
19,"F3005 LPhiri",7406,"2023/06/15 08:34:34pm"
20,"F3006 SMuzuza",5823,"2023/06/15 08:34:34pm"
21,"F3007 NMakuwaza",6712,"2023/06/15 08:34:34pm"
22,"F3008 PMunyoro",9038,"2023/06/15 08:34:34pm"
23,"F3009 MMatsheza",8300,"2023/06/15 08:34:34pm"
24,"F3010 CM'manga",5770,"2023/06/15 08:34:34pm"
25,"F3020 DirectorPool",3471,"2023/06/15 08:34:34pm"
26,"F3022 CChimutashu",3958,"2023/06/15 08:34:34pm"
27,"F3023 ADandi",4756,"2023/06/15 08:34:34pm"
28,"F3024 NMoyo",10986,"2023/06/15 08:34:34pm"
29,"F3025 NKajauchire",1685,"2023/06/15 08:34:34pm"
30,"F3026 FTumbare",1365,"2023/06/15 08:34:34pm"
31,"F3032 BJenya",993,"2023/06/15 08:34:34pm"
32,"F3047 RChibvongodze",115,"2023/06/15 08:34:34pm"
33,F3767,9128,"2023/06/15 08:34:34pm"
34,F3768,273043,"2023/06/15 08:34:34pm"
35,F3774,455773,"2023/06/15 08:34:34pm"
36,F3776,372765,"2023/06/15 08:34:34pm"
37,F3781,7045,"2023/06/15 08:34:34pm"
38,F3791,286271,"2023/06/15 08:34:34pm"
39,F3792,568973,"2023/06/15 08:34:34pm"
40,F3796,277574,"2023/06/15 08:34:34pm"
41,F3797,255012,"2023/06/15 08:34:34pm"
42,F3806,323616,"2023/06/15 08:34:34pm"
43,F3809,377402,"2023/06/15 08:34:34pm"
44,F3810,537245,"2023/06/15 08:34:34pm"
45,F3848,284837,"2023/06/15 08:34:34pm"
46,F3850,275072,"2023/06/15 08:34:34pm"
47,F3852,16736,"2023/06/15 08:34:34pm"
48,F3853,378321,"2023/06/15 08:34:34pm"
49,F3854,485992,"2023/06/15 08:34:34pm"
50,F3869,7081,"2023/06/15 08:34:34pm"
51,F3871,466329,"2023/06/15 08:34:34pm"
52,F3872,15448,"2023/06/15 08:34:34pm"
53,F3873,227214,"2023/06/15 08:34:34pm"
54,F3874,691890,"2023/06/15 08:34:34pm"
55,F3875,534182,"2023/06/15 08:34:34pm"
56,F3876,508692,"2023/06/15 08:34:34pm"
57,F3877,37315,"2023/06/15 08:34:34pm"
58,F3878,560161,"2023/06/15 08:34:34pm"
59,F3879,574710,"2023/06/15 08:34:34pm"
60,F3880,423210,"2023/06/15 08:34:34pm"
61,F3881,450516,"2023/06/15 08:34:34pm"
62,F3882,169715,"2023/06/15 08:34:34pm"
63,F3883,205559,"2023/06/15 08:34:34pm"
64,F3884,197811,"2023/06/15 08:34:34pm"
65,F3886,608415,"2023/06/15 08:34:34pm"
66,F3887,566513,"2023/06/15 08:34:34pm"
67,F3888,11524,"2023/06/15 08:34:34pm"
68,F3889,644318,"2023/06/15 08:34:34pm"
69,F3890,726399,"2023/06/15 08:34:34pm"
70,F3892,31755,"2023/06/15 08:34:34pm"
71,F3893,635364,"2023/06/15 08:34:34pm"
72,F3894,730178,"2023/06/15 08:34:34pm"
73,F3895,184279,"2023/06/15 08:34:34pm"
74,F3896,165489,"2023/06/15 08:34:34pm"
75,F3897,190730,"2023/06/15 08:34:34pm"
76,F3898,606194,"2023/06/15 08:34:34pm"
77,F3899,523515,"2023/06/15 08:34:34pm"
78,F3900,627732,"2023/06/15 08:34:34pm"
79,F3901,609992,"2023/06/15 08:34:34pm"
80,F3902,548538,"2023/06/15 08:34:34pm"
81,F3903,99359,"2023/06/15 08:34:34pm"
82,F3904,551259,"2023/06/15 08:34:34pm"
83,F3905,637883,"2023/06/15 08:34:34pm"
84,F3906,785728,"2023/06/15 08:34:34pm"
85,F3908,445413,"2023/06/15 08:34:34pm"
86,F3909,702347,"2023/06/15 08:34:34pm"
87,F3911,662272,"2023/06/15 08:34:34pm"
88,F3912,725923,"2023/06/15 08:34:34pm"
89,F3913,570924,"2023/06/15 08:34:34pm"
90,F3914,609406,"2023/06/15 08:34:34pm"
91,F3915,569546,"2023/06/15 08:34:34pm"
92,F3916,615392,"2023/06/15 08:34:34pm"
93,F3917,506979,"2023/06/15 08:34:34pm"
94,F3919,405637,"2023/06/15 08:34:34pm"
95,F3920,603491,"2023/06/15 08:34:34pm"
96,F3921,613359,"2023/06/15 08:34:34pm"
97,F3922,552836,"2023/06/15 08:34:34pm"
98,F3923,51483,"2023/06/15 08:34:34pm"
99,F3924,518593,"2023/06/15 08:34:34pm"
100,F3925,736254,"2023/06/15 08:34:34pm"
101,F3926,575511,"2023/06/15 08:34:34pm"
102,F3927,513594,"2023/06/15 08:34:34pm"
103,F3928,478604,"2023/06/15 08:34:34pm"
104,F3929,10133,"2023/06/15 08:34:34pm"
105,F3930,607778,"2023/06/15 08:34:34pm"
106,F3931,474186,"2023/06/15 08:34:34pm"
107,F3932,484501,"2023/06/15 08:34:34pm"
108,F3933,545650,"2023/06/15 08:34:34pm"
109,F3934,456531,"2023/06/15 08:34:34pm"
110,F3935,643666,"2023/06/15 08:34:34pm"
111,F3936,470941,"2023/06/15 08:34:34pm"
112,F3937,506354,"2023/06/15 08:34:34pm"
113,F3938,647764,"2023/06/15 08:34:34pm"
114,F3939,461936,"2023/06/15 08:34:34pm"
115,F3941,531485,"2023/06/15 08:34:34pm"
116,F3942,361814,"2023/06/15 08:34:34pm"
117,F3943,241458,"2023/06/15 08:34:34pm"
118,F3946,648940,"2023/06/15 08:34:34pm"
119,F3947,23251,"2023/06/15 08:34:34pm"
120,F3949,444952,"2023/06/15 08:34:34pm"
121,F3950,687354,"2023/06/15 08:34:34pm"
122,F3951,456611,"2023/06/15 08:34:34pm"
123,F3952,347156,"2023/06/15 08:34:34pm"
124,F3953,498964,"2023/06/15 08:34:34pm"
125,F3954,543016,"2023/06/15 08:34:34pm"
126,F3955,459324,"2023/06/15 08:34:34pm"
127,F3956,451780,"2023/06/15 08:34:34pm"
128,F3957,731453,"2023/06/15 08:34:34pm"
129,F3959,565765,"2023/06/15 08:34:34pm"
130,F3960,251235,"2023/06/15 08:34:34pm"
131,F3961,194170,"2023/06/15 08:34:34pm"
132,F3962,107994,"2023/06/15 08:34:34pm"
133,F3963,221956,"2023/06/15 08:34:34pm"
134,F3964,301104,"2023/06/15 08:34:34pm"
135,F3965,220890,"2023/06/15 08:34:34pm"
136,F3966,290152,"2023/06/15 08:34:34pm"
137,F3967,198193,"2023/06/15 08:34:34pm"
138,F3968,227134,"2023/06/15 08:34:34pm"
139,F3969,336347,"2023/06/15 08:34:34pm"
140,F3970,401100,"2023/06/15 08:34:34pm"
141,F3971,295789,"2023/06/15 08:34:34pm"
142,F3972,406612,"2023/06/15 08:34:34pm"
143,F3973,332467,"2023/06/15 08:34:34pm"
144,F3974,421615,"2023/06/15 08:34:34pm"
145,F3977,365872,"2023/06/15 08:34:34pm"
146,F3979,436627,"2023/06/15 08:34:34pm"
147,F3980,306243,"2023/06/15 08:34:34pm"
148,F3981,281519,"2023/06/15 08:34:34pm"
149,F3982,284917,"2023/06/15 08:34:34pm"
150,F3983,298149,"2023/06/15 08:34:34pm"
151,F3985,363764,"2023/06/15 08:34:34pm"
152,F3986,371980,"2023/06/15 08:34:34pm"
153,F3987,599102,"2023/06/15 08:34:34pm"
154,F3988,651736,"2023/06/15 08:34:34pm"
155,F3989,714395,"2023/06/15 08:34:34pm"
156,F3990,333990,"2023/06/15 08:34:34pm"
157,F3991,425187,"2023/06/15 08:34:34pm"
158,F3992,488494,"2023/06/15 08:34:34pm"
159,F3993,554508,"2023/06/15 08:34:34pm"
160,F3994,423682,"2023/06/15 08:34:34pm"
161,F3995,397543,"2023/06/15 08:34:34pm"
162,F3996,413176,"2023/06/15 08:34:34pm"
163,F3997,316691,"2023/06/15 08:34:34pm"
164,F3998,485932,"2023/06/15 08:34:34pm"
165,F3999,306840,"2023/06/15 08:34:34pm"
166,F4000,410938,"2023/06/15 08:34:34pm"
167,F4001,299833,"2023/06/15 08:34:34pm"
168,F4002,263928,"2023/06/15 08:34:34pm"
169,F4003,520702,"2023/06/15 08:34:34pm"
170,F4004,340048,"2023/06/15 08:34:34pm"
171,F4005,453930,"2023/06/15 08:34:34pm"
172,F4006,510588,"2023/06/15 08:34:34pm"
173,F4007,354896,"2023/06/15 08:34:34pm"
174,F4008,535212,"2023/06/15 08:34:34pm"
175,F4009,612180,"2023/06/15 08:34:34pm"
176,F4010,548090,"2023/06/15 08:34:34pm"
177,F4011,566166,"2023/06/15 08:34:34pm"
178,F4012,326109,"2023/06/15 08:34:34pm"
179,F4013,485416,"2023/06/15 08:34:34pm"
180,F4014,406538,"2023/06/15 08:34:34pm"
181,F4015,350930,"2023/06/15 08:34:34pm"
182,F4016,389922,"2023/06/15 08:34:34pm"
183,F4017,2110236,"2023/06/15 08:34:34pm"
184,F4018,485870,"2023/06/15 08:34:34pm"
185,F4019,468575,"2023/06/15 08:34:34pm"
186,F4020,3247654,"2023/06/15 08:34:34pm"
187,F4021,399712,"2023/06/15 08:34:34pm"
188,F4022,569788,"2023/06/15 08:34:34pm"
189,F4023,473372,"2023/06/15 08:34:34pm"
190,F4024,456117,"2023/06/15 08:34:34pm"
191,F4025,317815,"2023/06/15 08:34:34pm"
192,F4026,478955,"2023/06/15 08:34:34pm"
193,F4027,519733,"2023/06/15 08:34:34pm"
194,F4028,433393,"2023/06/15 08:34:34pm"
195,F4030,976695,"2023/06/15 08:34:34pm"
196,F4031,851462,"2023/06/15 08:34:34pm"
197,F4032,1077662,"2023/06/15 08:34:34pm"
198,F4033,559045,"2023/06/15 08:34:34pm"
199,F4034,924214,"2023/06/15 08:34:34pm"
200,F4035,743625,"2023/06/15 08:34:34pm"
201,F4037,32419087,"2023/06/15 08:34:34pm"
202,F4038,1858018,"2023/06/15 08:34:34pm"
203,F4039,882486,"2023/06/15 08:34:34pm"
204,F4040,222969,"2023/06/15 08:34:34pm"
205,F4041,54098745,"2023/06/15 08:34:34pm"
206,F4042,1005439,"2023/06/15 08:34:34pm"
207,F4043,66702,"2023/06/15 08:34:34pm"
208,F4044,840062,"2023/06/15 08:34:34pm"
209,F4045,290028,"2023/06/15 08:34:34pm"
210,F4046,99766,"2023/06/15 08:34:34pm"
211,F4047,998115,"2023/06/15 08:34:34pm"
212,F4049,1454958,"2023/06/15 08:34:34pm"
213,F4050,737308,"2023/06/15 08:34:34pm"
214,F4051,107460,"2023/06/15 08:34:34pm"
215,F4052,171881,"2023/06/15 08:34:34pm"
216,F4053,156034,"2023/06/15 08:34:34pm"
217,F4054,985470,"2023/06/15 08:34:34pm"
218,F4055,189539,"2023/06/15 08:34:34pm"
219,F4057,1833663,"2023/06/15 08:34:34pm"
220,F4059,237127,"2023/06/15 08:34:34pm"
221,F4060,88187,"2023/06/15 08:34:34pm"
222,F4061,91446,"2023/06/15 08:34:34pm"
223,F4062,255429,"2023/06/15 08:34:34pm"
224,F4063,1355648,"2023/06/15 08:34:34pm"
225,F4064,581433,"2023/06/15 08:34:34pm"
226,F4065,585044,"2023/06/15 08:34:34pm"
227,F4066,532139,"2023/06/15 08:34:34pm"
228,F4067,739312,"2023/06/15 08:34:34pm"
229,F4068,617836,"2023/06/15 08:34:34pm"
230,F4069,701762,"2023/06/15 08:34:34pm"
231,F4070,561982,"2023/06/15 08:34:34pm"
232,F4071,4736787,"2023/06/15 08:34:34pm"
233,F4072,250836,"2023/06/15 08:34:34pm"
234,F4073,274186,"2023/06/15 08:34:34pm"
235,F4074,642749,"2023/06/15 08:34:34pm"
236,F4075,596081,"2023/06/15 08:34:34pm"
237,F4076,29539,"2023/06/15 08:34:34pm"
238,F4077,287687,"2023/06/15 08:34:34pm"
239,F4078,180991,"2023/06/15 08:34:34pm"
240,F4079,0,"2023/06/15 08:34:34pm"
241,F4082,15345,"2023/06/15 08:34:34pm"
242,F4083,207442,"2023/06/15 08:34:34pm"
243,F4084,300158,"2023/06/15 08:34:34pm"
244,F4085,73208,"2023/06/15 08:34:34pm"
245,F4086,68921,"2023/06/15 08:34:34pm"
246,F4087,104269,"2023/06/15 08:34:34pm"
247,F4088,129018,"2023/06/15 08:34:34pm"
248,F4089,76226,"2023/06/15 08:34:34pm"
249,F4090,110490,"2023/06/15 08:34:34pm"
250,F4091,57096,"2023/06/15 08:34:34pm"
251,F4092,68083,"2023/06/15 08:34:34pm"
252,F4093,73670,"2023/06/15 08:34:34pm"
253,F4094,380628,"2023/06/15 08:34:34pm"
254,F4095,49788,"2023/06/15 08:34:34pm"
255,F4096,456807,"2023/06/15 08:34:34pm"
256,F4097,106984,"2023/06/15 08:34:34pm"
257,F4098,38816336,"2023/06/15 08:34:34pm"
258,F4099,153512,"2023/06/15 08:34:34pm"
259,F4100,218321,"2023/06/15 08:34:34pm"
260,F4101,8112870,"2023/06/15 08:34:34pm"
261,F4102,39271,"2023/06/15 08:34:34pm"
262,F4103,99439,"2023/06/15 08:34:34pm"
263,F4104,2768999,"2023/06/15 08:34:34pm"
264,F4105,18708,"2023/06/15 08:34:34pm"
265,F4106,115278,"2023/06/15 08:34:34pm"
266,F4107,80315,"2023/06/15 08:34:34pm"
267,F4108,88014,"2023/06/15 08:34:34pm"
268,F4109,5535528,"2023/06/15 08:34:34pm"
269,F4110,46860,"2023/06/15 08:34:34pm"
270,F4111,33419249,"2023/06/15 08:34:34pm"
271,F4112,85138,"2023/06/15 08:34:34pm"
272,F4113,212976,"2023/06/15 08:34:34pm"
273,F4114,177490,"2023/06/15 08:34:34pm"
274,F4115,2752129,"2023/06/15 08:34:34pm"
275,F4116,29404,"2023/06/15 08:34:34pm"
276,F4117,4129,"2023/06/15 08:34:34pm"
277,F4118,5424841,"2023/06/15 08:34:34pm"
278,F4119,43098,"2023/06/15 08:34:34pm"
279,F4120,16214,"2023/06/15 08:34:34pm"
280,F4121,15616,"2023/06/15 08:34:34pm"
281,F4122,10828,"2023/06/15 08:34:34pm"
282,F4123,13102,"2023/06/15 08:34:34pm"
283,F4124,25747,"2023/06/15 08:34:34pm"
284,F4125,73735,"2023/06/15 08:34:34pm"
285,F4126,23862,"2023/06/15 08:34:34pm"
286,F4127,17518,"2023/06/15 08:34:34pm"
287,F4128,24262,"2023/06/15 08:34:34pm"
288,F4129,20662,"2023/06/15 08:34:34pm"
289,F4130,19437,"2023/06/15 08:34:34pm"
290,F4131,11439,"2023/06/15 08:34:34pm"
291,F4132,30706859,"2023/06/15 08:34:34pm"
292,F9738,2119,"2023/06/15 08:34:34pm"
293,F9743,1879,"2023/06/15 08:34:34pm"
294,F9750,4668,"2023/06/15 08:34:34pm"
295,F9755,0,"2023/06/15 08:34:34pm"
296,F9757,0,"2023/06/15 08:34:34pm"
297,F9759,1777,"2023/06/15 08:34:34pm"
298,F9762,1572,"2023/06/15 08:34:34pm"
299,F9763,939,"2023/06/15 08:34:34pm"
300,F9764,1700,"2023/06/15 08:34:34pm"
301,F9765,1020,"2023/06/15 08:34:34pm"
302,F9766,1805,"2023/06/15 08:34:34pm"
303,F9768,2005,"2023/06/15 08:34:34pm"
304,F9769,1919,"2023/06/15 08:34:34pm"
305,F9770,2331,"2023/06/15 08:34:34pm"
306,F9771,1399,"2023/06/15 08:34:34pm"
307,F9772,909,"2023/06/15 08:34:34pm"
308,FT6522,4504,"2023/06/15 08:34:34pm"
